S.N.,Open,High,Low,Close,Change,Per Change (%),Percentage change,Turnover,Date
2085,493,493,493,493,-2,-0.31,-0.40,0,6/17/2013
2086,495,495,495,495,1,0.12,0.20,0,6/16/2013
2087,494,494,494,494,-1,-0.2,-0.20,0,6/13/2013
2088,495,495,495,495,-1,-0.04,-0.20,0,6/12/2013
2089,496,496,496,496,0,-0.05,0.00,0,6/11/2013
2090,496,496,496,496,-1,-0.32,-0.20,0,6/10/2013
2091,497,497,497,497,-1,-0.19,-0.20,0,6/9/2013
2092,498,498,498,498,0,0.02,0.00,0,6/6/2013
2093,498,498,498,498,0,-0.04,0.00,0,6/5/2013
2094,498,498,498,498,-1,-0.07,-0.20,0,6/4/2013
2095,499,499,499,499,2,0.42,0.40,0,6/3/2013
2096,497,497,497,497,-3,-0.68,-0.60,0,6/2/2013
2097,500,500,500,500,-1,-0.12,-0.20,0,5/30/2013
2098,501,501,501,501,-3,-0.57,-0.60,0,5/28/2013
2099,504,504,504,504,5,0.93,1.00,0,5/27/2013
2100,499,499,499,499,2,0.43,0.40,0,5/26/2013
2101,497,497,497,497,-2,-0.38,-0.40,0,5/23/2013
2102,499,499,499,499,-1,-0.29,-0.20,0,5/22/2013
2103,500,500,500,500,3,0.55,0.60,0,5/21/2013
2104,497,497,497,497,-1,-0.07,-0.20,0,5/20/2013
2105,498,498,498,498,-2,-0.43,-0.40,0,5/19/2013
2106,500,500,500,500,6,1.11,1.21,0,5/16/2013
2107,494,494,494,494,3,0.8,0.61,0,5/15/2013
2108,491,491,491,491,2,0.38,0.41,0,5/14/2013
2109,489,489,489,489,6,1.1,1.24,0,5/13/2013
2110,483,483,483,483,-3,-0.59,-0.62,0,5/12/2013
2111,486,486,486,486,0,-0.02,0.00,0,5/9/2013
2112,486,486,486,486,-4,-0.83,-0.82,0,5/8/2013
2113,490,490,490,490,8,1.76,1.66,0,5/7/2013
2114,482,482,482,482,-6,-1.23,-1.23,0,5/6/2013
2115,488,488,488,488,-5,-1,-1.01,0,5/5/2013
2116,493,493,493,493,-8,-1.58,-1.60,0,5/2/2013
2117,501,501,501,501,-1,-0.32,-0.20,0,4/30/2013
2118,502,502,502,502,-3,-0.53,-0.59,0,4/29/2013
2119,505,505,505,505,-3,-0.65,-0.59,0,4/28/2013
2120,508,508,508,508,-1,-0.14,-0.20,0,4/25/2013
2121,509,509,509,509,5,0.97,0.99,0,4/23/2013
2122,504,504,504,504,-10,-1.85,-1.95,0,4/22/2013
2123,514,514,514,514,-5,-1.04,-0.96,0,4/21/2013
2124,519,519,519,519,0,-0.04,0.00,0,4/18/2013
2125,519,519,519,519,-2,-0.28,-0.38,0,4/17/2013
2126,521,521,521,521,0,-0.14,0.00,0,4/16/2013
2127,521,521,521,521,-2,-0.38,-0.38,0,4/15/2013
2128,523,523,523,523,4,0.8,0.77,0,4/11/2013
2129,519,519,519,519,4,0.85,0.78,0,4/9/2013
2130,515,515,515,515,-1,-0.22,-0.19,0,4/8/2013
2131,516,516,516,516,3,0.53,0.58,0,4/7/2013
2132,513,513,513,513,-5,-0.93,-0.97,0,4/4/2013
2133,518,518,518,518,-1,-0.18,-0.19,0,4/3/2013
2134,519,519,519,519,5,1.03,0.97,0,4/2/2013
2135,514,514,514,514,3,0.44,0.59,0,4/1/2013
2136,511,511,511,511,-8,-1.41,-1.54,0,3/31/2013
2137,519,519,519,519,-2,-0.37,-0.38,0,3/28/2013
2138,521,521,521,521,-1,-0.25,-0.19,0,3/27/2013
2139,522,522,522,522,2,0.46,0.38,0,3/25/2013
2140,520,520,520,520,-8,-1.57,-1.52,0,3/24/2013
2141,528,528,528,528,0,-0.07,0.00,0,3/21/2013
2142,528,528,528,528,-4,-0.71,-0.75,0,3/20/2013
2143,532,532,532,532,1,0.29,0.19,0,3/19/2013
2144,531,531,531,531,-4,-0.87,-0.75,0,3/18/2013
2145,535,535,535,535,-13,-2.41,-2.37,0,3/17/2013
2146,548,548,548,548,2,0.41,0.37,0,3/14/2013
2147,546,546,546,546,6,1.2,1.11,0,3/13/2013
2148,540,540,540,540,1,0.07,0.19,0,3/11/2013
2149,539,539,539,539,-2,-0.31,-0.37,0,3/7/2013
2150,541,541,541,541,3,0.46,0.56,0,3/6/2013
2151,538,538,538,538,-3,-0.51,-0.55,0,3/5/2013
2152,541,541,541,541,-1,-0.07,-0.18,0,3/4/2013
2153,542,542,542,542,0,-0.16,0.00,0,3/3/2013
2154,542,542,542,542,2,0.4,0.37,0,2/28/2013
2155,540,540,540,540,-6,-0.97,-1.10,0,2/27/2013
2156,546,546,546,546,2,0.24,0.37,0,2/26/2013
2157,544,544,544,544,5,1.06,0.93,0,2/25/2013
2158,539,539,539,539,-5,-1.03,-0.92,0,2/24/2013
2159,544,544,544,544,5,0.89,0.93,0,2/21/2013
2160,539,539,539,539,-10,-1.76,-1.82,0,2/20/2013
2161,549,549,549,549,-7,-1.26,-1.26,0,2/19/2013
2162,556,556,556,556,26,4.85,4.91,0,2/17/2013
2163,530,530,530,530,3,0.61,0.57,0,2/14/2013
2164,527,527,527,527,-6,-1.11,-1.13,0,2/13/2013
2165,533,533,533,533,18,3.53,3.50,0,2/12/2013
2166,515,515,515,515,2,0.22,0.39,0,2/10/2013
2167,513,513,513,513,0,-0.11,0.00,0,2/7/2013
2168,513,513,513,513,-2,-0.42,-0.39,0,2/6/2013
2169,515,515,515,515,-2,-0.22,-0.39,0,2/5/2013
2170,517,517,517,517,1,0.1,0.19,0,2/4/2013
2171,516,516,516,516,5,1,0.98,0,2/3/2013
2172,511,511,511,511,-1,-0.2,-0.20,0,1/31/2013
2173,512,512,512,512,-2,-0.5,-0.39,0,1/30/2013
2174,514,514,514,514,0,0,0.00,0,1/28/2013
2175,514,514,514,514,0,0.04,0.00,0,1/27/2013
2176,514,514,514,514,-3,-0.56,-0.58,0,1/24/2013
2177,517,517,517,517,-6,-1.04,-1.15,0,1/23/2013
2178,523,523,523,523,5,0.84,0.97,0,1/22/2013
2179,518,518,518,518,10,1.95,1.97,0,1/21/2013
2180,508,508,508,508,-13,-2.41,-2.50,0,1/20/2013
2181,521,521,521,521,-7,-1.37,-1.33,0,1/17/2013
2182,528,528,528,528,-2,-0.4,-0.38,0,1/16/2013
2183,530,530,530,530,0,0.08,0.00,0,1/15/2013
2184,530,530,530,530,1,0.17,0.19,0,1/13/2013
2185,529,529,529,529,4,0.66,0.76,0,1/10/2013
2186,525,525,525,525,-4,-0.64,-0.76,0,1/9/2013
2187,529,529,529,529,0,-0.08,0.00,0,1/8/2013
2188,529,529,529,529,-3,-0.47,-0.56,0,1/7/2013
2189,532,532,532,532,-2,-0.34,-0.37,0,1/6/2013
2190,534,534,534,534,2,0.32,0.38,0,1/3/2013
2191,532,532,532,532,1,0.21,0.19,0,1/2/2013
2192,531,531,531,531,-3,-0.63,-0.56,0,1/1/2013
2193,534,534,534,534,-7,-1.29,-1.29,0,12/31/2012
2194,541,541,541,541,4,0.86,0.74,0,12/27/2012
2195,537,537,537,537,11,2.06,2.09,0,12/26/2012
2196,526,526,526,526,6,1.16,1.15,0,12/24/2012
2197,520,520,520,520,2,0.34,0.39,0,12/23/2012
2198,518,518,518,518,4,0.78,0.78,0,12/20/2012
2199,514,514,514,514,4,0.71,0.78,0,12/19/2012
2200,510,510,510,510,-3,-0.6,-0.58,0,12/18/2012
2201,513,513,513,513,4,0.84,0.79,0,12/17/2012
2202,509,509,509,509,12,2.43,2.41,0,12/16/2012
2203,497,497,497,497,4,0.8,0.81,0,12/13/2012
2204,493,493,493,493,4,0.83,0.82,0,12/12/2012
2205,489,489,489,489,1,0.23,0.20,0,12/11/2012
2206,488,488,488,488,0,-0.07,0.00,0,12/10/2012
2207,488,488,488,488,-10,-1.94,-2.01,0,12/9/2012
2208,498,498,498,498,-2,-0.42,-0.40,0,12/6/2012
2209,500,500,500,500,10,1.91,2.04,0,12/5/2012
2210,490,490,490,490,8,1.75,1.66,0,12/4/2012
2211,482,482,482,482,-2,-0.39,-0.41,0,12/3/2012
2212,484,484,484,484,-5,-1.05,-1.02,0,12/2/2012
2213,489,489,489,489,-4,-0.78,-0.81,0,11/29/2012
2214,493,493,493,493,0,-0.07,0.00,0,11/28/2012
2215,493,493,493,493,-2,-0.34,-0.40,0,11/27/2012
2216,495,495,495,495,-2,-0.51,-0.40,0,11/26/2012
2217,497,497,497,497,0,0.06,0.00,0,11/25/2012
2218,497,497,497,497,-2,-0.45,-0.40,0,11/22/2012
2219,499,499,499,499,-3,-0.44,-0.60,0,11/21/2012
2220,502,502,502,502,9,1.77,1.83,0,11/20/2012
2221,493,493,493,493,12,2.49,2.49,0,11/18/2012
2222,481,481,481,481,6,1.13,1.26,0,11/12/2012
2223,475,475,475,475,-8,-1.45,-1.66,0,11/11/2012
2224,483,483,483,483,8,1.55,1.68,0,11/8/2012
2225,475,475,475,475,12,2.55,2.59,0,11/7/2012
2226,463,463,463,463,5,1.13,1.09,0,11/6/2012
2227,458,458,458,458,6,1.35,1.33,0,11/5/2012
2228,452,452,452,452,4,0.92,0.89,0,11/4/2012
2229,448,448,448,448,-3,-0.76,-0.67,0,11/1/2012
2230,451,451,451,451,3,0.8,0.67,0,10/31/2012
2231,448,448,448,448,11,2.55,2.52,0,10/30/2012
2232,437,437,437,437,4,0.81,0.92,0,10/18/2012
2233,433,433,433,433,6,1.37,1.41,0,10/17/2012
2234,427,427,427,427,0,0.16,0.00,0,10/15/2012
2235,427,427,427,427,3,0.52,0.71,0,10/14/2012
2236,424,424,424,424,-1,-0.08,-0.24,0,10/11/2012
2237,425,425,425,425,-1,-0.33,-0.23,0,10/10/2012
2238,426,426,426,426,-1,-0.1,-0.23,0,10/9/2012
2239,427,427,427,427,-1,-0.31,-0.23,0,10/8/2012
2240,428,428,428,428,4,1.03,0.94,0,10/7/2012
2241,424,424,424,424,7,1.49,1.68,0,10/4/2012
2242,417,417,417,417,0,-0.02,0.00,0,10/3/2012
2243,417,417,417,417,0,0.12,0.00,0,10/2/2012
2244,417,417,417,417,2,0.45,0.48,0,10/1/2012
2245,415,415,415,415,1,-0.17,0.24,0,9/30/2012
2246,414,414,414,414,0,-0.1,0.00,0,9/26/2012
2247,414,414,414,414,-1,-0.11,-0.24,0,9/25/2012
2248,415,415,415,415,0,-0.15,0.00,0,9/24/2012
2249,415,415,415,415,-5,-1.27,-1.19,0,9/23/2012
2250,420,420,420,420,-2,-0.32,-0.47,0,9/20/2012
2251,422,422,422,422,-3,-0.86,-0.71,0,9/19/2012
2252,425,425,425,425,3,0.76,0.71,0,9/18/2012
2253,422,422,422,422,1,0.34,0.24,0,9/17/2012
2254,421,421,421,421,2,0.46,0.48,0,9/16/2012
2255,419,419,419,419,5,1.09,1.21,0,9/13/2012
2256,414,414,414,414,2,0.45,0.49,0,9/12/2012
2257,412,412,412,412,4,1.18,0.98,0,9/11/2012
2258,408,408,408,408,0,-0.06,0.00,0,9/10/2012
2259,408,408,408,408,0,-0.13,0.00,0,9/9/2012
2260,408,408,408,408,1,0.26,0.25,0,9/6/2012
2261,407,407,407,407,-2,-0.42,-0.49,0,9/5/2012
2262,409,409,409,409,-3,-0.67,-0.73,0,9/4/2012
2263,412,412,412,412,0,-0.01,0.00,0,9/3/2012
2264,412,412,412,412,6,1.49,1.48,0,9/2/2012
2265,406,406,406,406,-1,-0.3,-0.25,0,8/30/2012
2266,407,407,407,407,1,0.22,0.25,0,8/29/2012
2267,406,406,406,406,0,0.09,0.00,0,8/28/2012
2268,406,406,406,406,9,2.17,2.27,0,8/27/2012
2269,397,397,397,397,-1,-0.09,-0.25,0,8/26/2012
2270,398,398,398,398,1,0.18,0.25,0,8/23/2012
2271,397,397,397,397,1,0.15,0.25,0,8/22/2012
2272,396,396,396,396,0,0.15,0.00,0,8/21/2012
2273,396,396,396,396,-2,-0.65,-0.50,0,8/19/2012
2274,398,398,398,398,6,1.59,1.53,0,8/16/2012
2275,392,392,392,392,-5,-1.3,-1.26,0,8/15/2012
2276,397,397,397,397,-3,-0.65,-0.75,0,8/14/2012
2277,400,400,400,400,1,0.14,0.25,0,8/13/2012
2278,399,399,399,399,-3,-0.81,-0.75,0,8/12/2012
2279,402,402,402,402,-2,-0.41,-0.50,0,8/8/2012
2280,404,404,404,404,1,0.24,0.25,0,8/7/2012
2281,403,403,403,403,0,0.05,0.00,0,8/6/2012
2282,403,403,403,403,1,0.18,0.25,0,8/5/2012
2283,402,402,402,402,1,0.3,0.25,0,8/1/2012
